"site_code" "author_crop" "author" "crop" "ant_percent" "apis_percent" "bee_percent" "other_hymenoptera_percent" "coleoptera_percent" "other_diptera_percent" "hemiptera_percent" "lepidoptera_percent" "other_percent" "syrphidae_percent" "nonbee_percent" "fruitset_sc" "bee_sc" "nonbee_sc" "apis_sc" "distance_sc"
"211" "sch_pav_12" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 0 0 0 0 0 100 0 0 0 0 100 -0.689997293707349 -0.596646206918806 -0.945723495312254 -0.223606797749979 -0.622525346135598
"212" "sch_pav_13" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 0 0 0 0 14.2857142857143 85.7142857142857 0 0 0 0 100 -0.468157047755993 -0.596646206918806 1.04527333692407 -0.223606797749979 -0.165948223440942
"213" "sch_pav_14" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 0 0 0 62.5 0 37.5 0 0 0 0 100 -1.46060024943427 -0.596646206918806 1.37710614229679 -0.223606797749979 -0.78057127322221
"214" "sch_pav_15" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 0 0 0 0 0 100 0 0 0 0 100 0.949062962113709 -0.596646206918806 -0.945723495312254 -0.223606797749979 -0.622525346135598
"215" "sch_pav_16" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 0 0 16.6666666666667 0 66.6666666666667 16.6666666666667 0 0 0 0 83.3333333333333 1.36494392156445 0.321271034494742 0.381607726178629 -0.223606797749979 -0.499600736179345
"216" "sch_pav_17" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 11.1111111111111 0 33.3333333333333 0 0 33.3333333333333 0 0 0 22.2222222222222 66.6666666666667 1.72455863423702 2.15710551732184 0.71344053155135 -0.223606797749979 -0.692767980396314
"217" "sch_pav_18" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 0 0 100 0 0 0 0 0 0 0 0 -0.188493780880358 0.321271034494742 -1.27755630068498 -0.223606797749979 0.694524046252832
"218" "sch_pav_19" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 50 0 0 0 0 50 0 0 0 0 100 -0.433129641798373 -0.596646206918806 -0.613890689939533 -0.223606797749979 1.66036026733768
"219" "sch_pav_2" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 0 75 0 12.5 0 12.5 0 0 0 0 25 -0.433129641798373 -0.596646206918806 -0.613890689939533 4.2485291572496 -0.622525346135598
"220" "sch_pav_20" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 75 0 25 0 0 0 0 0 0 0 75 0.697088026601117 0.321271034494742 -0.282057884566813 -0.223606797749979 2.27498331711895
"221" "sch_pav_3" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 20 0 0 0 0 80 0 0 0 0 100 -0.119180289008528 -0.596646206918806 0.381607726178629 -0.223606797749979 1.48475368168589
"222" "sch_pav_4" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 100 0 0 0 0 0 0 0 0 0 100 1.62181157347343 -0.596646206918806 -0.945723495312254 -0.223606797749979 -0.482040077614166
"223" "sch_pav_5" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 0 0 0 60 40 0 0 0 0 0 100 -1.46060024943427 -0.596646206918806 0.381607726178629 -0.223606797749979 -0.745449956091852
"224" "sch_pav_6" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 0 0 0 33.3333333333333 0 66.6666666666667 0 0 0 0 100 -1.46060024943427 -0.596646206918806 -0.282057884566813 -0.223606797749979 -0.763010614657031
"225" "sch_pav_7" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 0 0 57.1428571428571 14.2857142857143 0 28.5714285714286 0 0 0 0 42.8571428571429 0.843869543151927 3.07502275873538 -0.282057884566813 -0.223606797749979 -0.58740402900524
"226" "sch_pav_8" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 0 0 25 0 0 75 0 0 0 0 75 -0.090639440623034 0.321271034494742 -0.282057884566813 -0.223606797749979 0.957933924730518
"227" "sch_pav_9" "Schueep_Prunus_avium" "Schueep" "Prunus_avium" 0 0 0 0 0 100 0 0 0 0 100 -0.433129641798373 -0.596646206918806 -0.945723495312254 -0.223606797749979 -0.763010614657031
"228" "sta_bna_1" "stanley_stout_2dataset_Brassica_napus" "stanley_stout_2dataset" "Brassica_napus" 0 9.74667701713057 50.6184620055679 0 0 0.377752287528454 0 0 0 39.2571086897731 39.6348609773015 NA -0.034229241131817 0.45382445835571 -0.684893600482256 NA
"229" "sta_bna_1" "Stanley_stout_Brassica_napus" "Stanley_stout" "Brassica_napus" 0 9.74667701713057 50.6184620055679 0 0 0.377752287528454 0 0 0 39.2571086897731 39.6348609773015 1.12208953347894 1.13400500147742 0.798560655926283 -0.597904186616223 -0.834022740712831
"230" "sta_bna_2" "stanley_stout_2dataset_Brassica_napus" "stanley_stout_2dataset" "Brassica_napus" 0 18.6436728762719 34.6157980342141 0 0 2.13693471850042 0 0 0 44.6035943710136 46.7405290895141 NA -1.02614800047211 0.111969876993132 -0.646559229008032 NA
"231" "sta_bna_2" "Stanley_stout_Brassica_napus" "Stanley_stout" "Brassica_napus" 0 18.6436728762719 34.6157980342141 0 0 2.13693471850042 0 0 0 44.6035943710136 46.7405290895141 -0.325065299109838 -0.755481922607897 0.323025465385451 -0.55654947753796 -0.274584285341619
"232" "sta_bna_3" "stanley_stout_2dataset_Brassica_napus" "stanley_stout_2dataset" "Brassica_napus" 0 78.396707221233 19.9128390711953 0 0 0.340950749957306 0 0.10506543606229 0 1.24443752155209 1.69045370757168 NA -0.828256951935578 -0.926538101018412 0.939480946079695 NA
"233" "sta_bna_3" "Stanley_stout_Brassica_napus" "Stanley_stout" "Brassica_napus" 0 78.396707221233 19.9128390711953 0 0 0.340950749957306 0 0.10506543606229 0 1.24443752155209 1.69045370757168 -0.797024234369101 -0.378523078869526 -1.12158612131173 1.15445366415418 1.10860702605445
"234" "sta_bna_4" "stanley_stout_2dataset_Brassica_napus" "stanley_stout_2dataset" "Brassica_napus" 0 0 58.8235294117647 0 0 0 0 5.88235294117647 0 35.2941176470588 41.1764705882353 NA 1.4323588486956 1.37577248990564 -0.841664407078909 NA
"235" "sta_bna_5" "stanley_stout_2dataset_Brassica_napus" "stanley_stout_2dataset" "Brassica_napus" 0 66.6666666666667 33.3333333333333 0 0 0 0 0 0 0 0 NA 0.456275344843912 -1.01502872423607 1.2336362904895 NA
"236" "sze_fes_1 " "Szentgyorgyi_Fagopyrum_esculentum" "Szentgyorgyi" "Fagopyrum_esculentum" 0 60 15 0 0 5 0 0 0 20 25 -0.908137511204451 -0.629522747497837 -0.923246659636489 -1.40154659536244 NA
"237" "sze_fes_2 " "Szentgyorgyi_Fagopyrum_esculentum" "Szentgyorgyi" "Fagopyrum_esculentum" 0 78.6032689450223 3.34323922734027 0.0742942050520059 0.0742942050520059 0.445765230312036 0 0 0.0742942050520059 17.3848439821694 18.0534918276374 NA 0.771269591305297 0.917446157062857 1.19547331384767 NA
"238" "sze_fes_3 " "Szentgyorgyi_Fagopyrum_esculentum" "Szentgyorgyi" "Fagopyrum_esculentum" 0.32017075773746 58.1643543223052 0.747065101387407 0.106723585912487 0 0.32017075773746 0 0 0.32017075773746 40.0213447171825 41.0885805763074 NA -0.49611395332611 2.01567464433726 -0.0782085345507825 NA
"239" "sze_fes_4 " "Szentgyorgyi_Fagopyrum_esculentum" "Szentgyorgyi" "Fagopyrum_esculentum" 0.0853242320819113 80.6313993174061 7.42320819112628 0 0.0853242320819113 0.170648464163823 0 0 0.0853242320819113 11.518771331058 11.9453924914676 NA 2.17206193010843 0.120843803617342 0.914915713713122 NA
"240" "sze_fes_5 " "Szentgyorgyi_Fagopyrum_esculentum" "Szentgyorgyi" "Fagopyrum_esculentum" 0 92.7480916030534 1.27226463104326 0 0 0.763358778625954 0 0 0 5.21628498727735 5.97964376590331 1.18276970146238 -0.396057357697315 -0.598418515513075 0.378628619650614 NA
"241" "sze_fes_6 " "Szentgyorgyi_Fagopyrum_esculentum" "Szentgyorgyi" "Fagopyrum_esculentum" 0 89.8907103825137 0.546448087431694 0 0 0.546448087431694 0 0 0 9.01639344262295 9.56284153005464 0.359367172206142 -0.662874946040769 -0.691226556691194 -0.614495628613291 NA
"242" "sze_fes_7 " "Szentgyorgyi_Fagopyrum_esculentum" "Szentgyorgyi" "Fagopyrum_esculentum" 0 59.0909090909091 1.51515151515152 0 0 0.757575757575758 0 0 0 38.6363636363636 39.3939393939394 0.533358988325728 -0.662874946040769 -0.559748498355526 -1.23768109439889 NA
"243" "sze_fes_8 " "Szentgyorgyi_Fagopyrum_esculentum" "Szentgyorgyi" "Fagopyrum_esculentum" 0 89.5405669599218 1.85728250244379 0.0977517106549365 0 0.293255131964809 0 0 0.293255131964809 7.91788856304985 8.60215053763441 -1.1673583507898 -0.0958875708109289 -0.281324374821171 0.842914205713989 NA
"244" "tak_fes_1" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 7.69230769230769 30.7692307692308 7.69230769230769 3.84615384615385 15.3846153846154 11.5384615384615 0 0 0 23.0769230769231 61.5384615384615 -0.97897424520306 -1.247778269739 -0.304913175543104 -0.191816484117705 1.29166458071808
"245" "tak_fes_10" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 7.5 27.5 22.5 10 2.5 20 0 0 0 10 50 -0.207043788586936 -0.204859118912373 0.417843981299809 0.268543077764787 -0.944199254910877
"246" "tak_fes_11" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 12.1212121212121 36.3636363636364 18.1818181818182 3.03030303030303 6.06060606060606 18.1818181818182 0 3.03030303030303 0 3.03030303030303 45.4545454545455 1.08087115236037 -0.651824469266642 -0.485602464753832 0.421996265058951 -1.00462800722517
"247" "tak_fes_12" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 0 24.2424242424242 36.3636363636364 6.06060606060606 3.03030303030303 21.2121212121212 0 3.03030303030303 0 6.06060606060606 39.3939393939394 0.651715153762016 0.242106231441895 -0.846981043175288 -0.191816484117705 -0.883770502596581
"248" "tak_fes_13" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 33.3333333333333 12.5 20.8333333333333 4.16666666666667 2.08333333333333 12.5 0 4.16666666666667 0 10.4166666666667 66.6666666666667 0.835261974161002 -0.0558706687942836 2.58611545182855 -0.498722858706034 0.0830895344321573
"249" "tak_fes_14" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 26.6666666666667 35.5555555555556 26.6666666666667 0 0 8.88888888888889 0 0 0 2.22222222222222 37.7777777777778 0.502787656692674 0.242106231441895 -0.124223886332376 1.03580901423561 1.89595210386104
"250" "tak_fes_15" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 6.06060606060606 3.03030303030303 39.3939393939394 0 12.1212121212121 21.2121212121212 0 3.03030303030303 0 15.1515151515152 57.5757575757576 1.41226252444316 0.391094681559985 0.237154692089081 -1.26598879517685 -0.944199254910877
"251" "tak_fes_2" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 7.31707317073171 51.219512195122 9.75609756097561 2.4390243902439 7.31707317073171 12.1951219512195 0 0 0 9.75609756097561 39.0243902439024 -0.97897424520306 -0.949801369502821 -0.304913175543104 1.80307495070643 1.29166458071808
"252" "tak_fes_2" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 7.31707317073171 51.219512195122 9.75609756097561 2.4390243902439 7.31707317073171 12.1951219512195 0 0 0 9.75609756097561 39.0243902439024 -1.17238142217656 -0.949801369502821 -0.304913175543104 1.80307495070643 0.0830895344321573
"253" "tak_fes_3" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 0 50 26.6666666666667 6.66666666666667 6.66666666666667 3.33333333333333 0 0 0 6.66666666666667 23.3333333333333 -0.431786377579265 -0.353847569030463 -1.93111677843966 0.882355826941444 1.29166458071808
"254" "tak_fes_4" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 17.7777777777778 20 22.2222222222222 8.88888888888889 2.22222222222222 17.7777777777778 0 2.22222222222222 0 8.88888888888889 57.7777777777778 1.4258997736206 -0.0558706687942836 1.50197971656418 -0.038363296823541 -0.521197988710804
"255" "tak_fes_5" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 12 36 4 8 4 12 0 8 0 16 60 -1.60421523342137 -1.39676671985709 -0.485602464753832 -0.038363296823541 0.687377057575119
"256" "tak_fes_6" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 30.7692307692308 12.8205128205128 33.3333333333333 0 2.56410256410256 15.3846153846154 0 0 0 5.12820512820513 53.8461538461538 0.29315167354529 0.391094681559985 0.598533270510537 -0.652176046000198 -1.00462800722517
"257" "tak_fes_7" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 18.3673469387755 10.2040816326531 55.1020408163265 4.08163265306122 0 8.16326530612245 0 0 0 4.08163265306122 34.6938775510204 -0.755945574390813 2.47693298321324 -0.124223886332376 -0.652176046000198 -0.883770502596581
"258" "tak_fes_8" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 12.1212121212121 0 45.4545454545455 0 3.03030303030303 12.1212121212121 0 0 0 27.2727272727273 54.5454545454545 -0.951396405223055 0.689071581796164 0.0564654028783525 -1.41944198247102 -0.521197988710804
"259" "tak_fes_9" "taki_Fagopyrum_esculentum" "taki" "Fagopyrum_esculentum" 13.8888888888889 2.77777777777778 55.5555555555556 0 0 11.1111111111111 0 0 0 16.6666666666667 41.6666666666667 0.878767383199009 1.43401383238661 -0.485602464753832 -1.26598879517685 0.0830895344321573
"260" "ver_car_1" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 83.1671854459335 10.8060132729635 1.34890291742629 0 1.09834910504936 0 0 0 3.57954925862734 6.026801281103 1.13745635630192 2.70365652619912 0.302950859932186 0.924628537954653 -0.260840720983813
"261" "ver_car_10" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 81.1594202898551 0 2.89855072463768 11.5942028985507 2.89855072463768 0 0 0 1.44927536231884 18.8405797101449 -0.562890872150731 -0.768428921761104 0.550816642923855 -1.62583496148029 -0.835596457869607
"262" "ver_car_11" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 98.5714285714286 0 1.42857142857143 0 0 0 0 0 0 1.42857142857143 -0.310341010018814 -0.768428921761104 -0.795143436243147 0.565460553905217 -0.828285756395677
"263" "ver_car_12" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 92.4528301886792 0 0.943396226415094 5.66037735849057 0 0 0 0 0.943396226415094 7.54716981132075 0.48338712811007 -0.768428921761104 -0.0609833930611458 -0.50346408774625 -0.89701812813562
"264" "ver_car_13" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 87.3417721518987 0.632911392405063 3.79746835443038 0.632911392405063 4.43037974683544 0 0 0 3.16455696202532 12.0253164556962 -0.887597837748911 -0.591973375756756 1.28497668610586 0.565460553905217 1.73705537507897
"265" "ver_car_14" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 70 3 6 1 5 0 0 0 15 27 -0.707205079083255 -0.239062283748058 2.26385674368186 -1.25171133690228 1.59616663217459
"266" "ver_car_15" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 90.625 1.25 2.5 0.625 1.875 0 0 0 3.125 8.125 -0.85151928601578 -0.415517829752407 0.550816642923855 0.752522366194224 1.60323336317355
"267" "ver_car_16" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 81.1023622047244 6.2992125984252 6.2992125984252 0 0.78740157480315 0 0 0 5.51181102362205 12.5984251968504 -1.03191204468143 0.643215446273687 0.917896664514856 -0.369848507539817 1.49653413786417
"268" "ver_car_2" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 84 8 0.8 0 0 0 0 0 7.2 8 2.55790385276511 0.996126538282385 0.183736621332855 -0.316402275457243 -0.797360395500202
"269" "ver_car_3" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 78.0821917808219 16.4383561643836 1.36986301369863 0 1.36986301369863 0 0 0 2.73972602739726 5.47945205479452 0.699858438508856 1.34903763029108 -0.550423421849146 -1.599111845439 -0.614912544101897
"270" "ver_car_4" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 94.2857142857143 5.71428571428571 0 0 0 0 0 0 0 0 0.501426403976635 0.643215446273687 -1.03986345063715 0.405121857657497 -0.64209422012292
"271" "ver_car_5" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 97.9166666666667 2.08333333333333 0 0 0 0 0 0 0 0 -1.15818697574739 -0.239062283748058 -1.03986345063715 0.645629902029077 -0.201820053337339
"272" "ver_car_6" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 99.4082840236686 0.591715976331361 0 0 0 0 0 0 0 0 0.284955093577849 -0.591973375756756 -1.03986345063715 1.36715403514382 -0.201820053337339
"273" "ver_car_7" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 99.4186046511628 0.581395348837209 0 0 0 0 0 0 0 0 0.591622783309463 -0.591973375756756 -1.03986345063715 1.44732338326768 -0.120788204549195
"274" "ver_car_8" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 98.7179487179487 1.28205128205128 0 0 0 0 0 0 0 0 -0.941715665348607 -0.591973375756756 -1.03986345063715 -1.06464952461327 -0.120788204549195
"275" "ver_car_9" "Vergara_Coffea_arabica" "Vergara" "Coffea_arabica" 0 90.1515151515152 0 1.51515151515152 5.3030303030303 2.27272727272727 0 0 0 0.757575757575758 9.84848484848485 0.194758714245021 -0.768428921761104 0.550816642923855 0.0577213491207703 -0.911664769408477
"276" "win_cla_1" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 37.9655771832474 60.0102283695534 0 0 0 0 0.504157984050904 0 1.5200364631483 2.02419444719921 NA 0.0491569924301271 -0.415537825202847 0.583291976129524 0.455068372585392
"277" "win_cla_10" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 1.16155911060606 96.5859341340174 0 0 0 0 0.593136597367951 0 1.65937015800865 2.2525067553766 NA 1.47898473209653 -0.189183652955729 -1.09988892414195 -0.409925590024921
"278" "win_cla_11" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 73.0732281793694 17.0927624607561 0 0 0 0 1.17421003386159 0 8.65979932601288 9.83400935987448 NA -1.21141215028984 0.508154720957244 0.550146946334312 -0.934164355243293
"279" "win_cla_12" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 53.0321072307918 43.9171537478186 0 0 0.51713537103776 0 0 0 2.5336036503519 3.05073902138966 NA 0.168372987250568 0.351499116054218 2.44213589843515 0.11431317519345
"280" "win_cla_13" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 43.2893594225221 51.3541417832052 0 0 0 0 4.79454463640063 0 0.56195415787201 5.35649879427264 NA -0.127036766743721 0.662408394203543 0.886194715200468 -0.934164355243293
"281" "win_cla_14" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 18.8795698315607 75.3078699272588 0 0 0 0 3.80665707178281 0 2.00590316939765 5.81256024118046 NA -0.82791445610357 -0.461038020936911 -0.884556614726297 -1.1569658304611
"282" "win_cla_15" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 0.422340722477829 98.143665179343 0 0 0 0 0 0 1.43399409817916 1.43399409817916 NA 2.57740825471016 -0.30552688145476 -1.13307242839055 -0.645833034373189
"283" "win_cla_16" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 62.2386238284138 19.7275462729535 0 0 1.61496980580181 0 0 0 16.418860092831 18.0338298986328 NA -1.17775224624799 1.80763739309434 0.299681823216833 1.28074442780433
"284" "win_cla_17" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 35.4643789371829 63.7544755969441 0 0 0 0 0 0 0.781145465872988 0.781145465872988 NA -0.21093633947764 -0.854038088783247 0.100978873030234 -0.672044972634107
"285" "win_cla_18" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 8.1277568024026 87.4704867597997 0 0 0 0 3.58691576007526 0 0.81484067772243 4.40175643779769 NA 0.589211347709911 0.234090067158395 -0.814470613335945 -1.17007179959156
"286" "win_cla_2" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 28.6087606505869 70.6715426483452 0 0 0 0 0 0 0.719696701067973 0.719696701067973 NA 0.0103034747142194 -0.857303059419073 -0.0759351344008999 -0.396819620894462
"287" "win_cla_3" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 0 97.8127928332102 0 0 0 0 0 0 2.18720716678982 2.18720716678982 NA -0.32823897683611 -0.732592645714875 -1.16535908002635 -0.121594269154817
"288" "win_cla_4" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 4.18190703063214 94.6667845939374 0 0 0 0 1.15130837543042 0 0 1.15130837543042 NA 0.283528145286258 -0.77978076739626 -1.02385361359446 0.769611631716415
"289" "win_cla_5" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 31.3172059268347 67.5988397305737 0 0 0 0 0 0 1.08395434259153 1.08395434259153 NA -0.544378160139087 -0.863502761186938 -0.400241958561083 -0.606515126981811
"290" "win_cla_6" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 59.0151652658514 39.2212840569907 0 0 0 0 0.813946466380563 0 0.949604210777323 1.76355067715789 NA -0.733007468992836 -0.649554920577029 0.787656134316486 -0.357501713503084
"291" "win_cla_7" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 5.64702262405424 88.7059548366365 0 0 0 0 1.03148742201816 0 4.61553511729108 5.64702253930924 NA 1.20699556412091 1.06679560352582 -0.851249409594883 2.27679808171923
"292" "win_cla_8" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 39.2784664713172 51.2262366214867 0 0 3.77903060723719 0 2.52423340740049 0 3.19203289255851 9.49529690719619 NA 0.101305629993881 2.51870175961784 1.0289267492802 1.42491008823938
"293" "win_cla_9" "Winfree_griffin_Citrullus_lanatus" "Winfree_griffin" "Citrullus_lanatus" 0 89.5155877007309 10.4844122992691 0 0 0 0 0 0 0 0 NA -1.30459056348177 -1.04122843098373 0.769614660829202 1.08415489084744
"294" "site_1" "Bartomeus_Brassica_napus" "Bartomeus" "Brassica_napus" 0 42.5531914893617 6.38297872340426 0 0 38.2978723404255 0 4.25531914893617 0 8.51063829787234 51.063829787234 -0.113418421664384 -0.4268542084509 -0.707542853842366 1.20499576592686 -0.476732131741755
"295" "site_10" "Bartomeus_Brassica_napus" "Bartomeus" "Brassica_napus" 0 28 0 0 4 44 0 0 0 24 72 -0.594700539911273 -1.11286990060413 -1.4841142787913 -0.11508386528515 -0.80933594458484
"296" "site_11" "Bartomeus_Brassica_napus" "Bartomeus" "Brassica_napus" 0 0 28.2051282051282 0 5.12820512820513 43.5897435897436 0 0 0 23.0769230769231 71.7948717948718 -1.66545998128226 1.40252097062439 -0.189828570543074 -0.82589597439931 -0.909117088437766
"297" "site_12" "Bartomeus_Brassica_napus" "Bartomeus" "Brassica_napus" 0 36.1111111111111 0 0 0 8.33333333333333 0 0 0 55.5555555555556 63.8888888888889 -1.13940743343101 -1.11286990060413 -0.836971424667189 0.494183656812702 0.454558544218883
"298" "site_13" "Bartomeus_Brassica_napus" "Bartomeus" "Brassica_napus" 0 18.75 0 0 3.125 37.5 0 3.125 0 37.5 81.25 0.0805867732878512 -1.11286990060413 -0.44868571219272 -0.216628452301458 2.11757760843431
"299" "site_14" "Bartomeus_Brassica_napus" "Bartomeus" "Brassica_napus" 0 5 10 0 7.5 35 0 0 0 42.5 85 -1.46399304806263 -0.198182311066489 0.586742854405864 -0.622806800366693 -0.410211369173138
"300" "site_15" "Bartomeus_Brassica_napus" "Bartomeus" "Brassica_napus" 0 3.7037037037037 29.6296296296296 0 7.40740740740741 48.1481481481481 0 0 0 11.1111111111111 66.6666666666667 0.203705454699847 0.716505278471154 -1.4841142787913 -0.724351387383002 -0.14412831889867
"301" "site_2" "Bartomeus_Brassica_napus" "Bartomeus" "Brassica_napus" 0 4.34782608695652 28.2608695652174 4.34782608695652 2.17391304347826 50 0 0 0 10.8695652173913 67.3913043478261 1.72216919211445 1.85986476539321 0.198457141931395 -0.622806800366693 -0.643034038163298
"302" "site_3" "Bartomeus_Brassica_napus" "Bartomeus" "Brassica_napus" 0 14.2857142857143 10.2040816326531 0 0 40.8163265306122 0 0 0 34.6938775510204 75.5102040816327 0.893916244433759 0.0304895863179215 0.975028566880334 -0.11508386528515 0.188475493944415
"303" "site_4" "Bartomeus_Brassica_napus" "Bartomeus" "Brassica_napus" 0 26.4150943396226 0 0 0 64.1509433962264 0 0 0 9.43396226415094 73.5849056603774 0.726027133417402 -1.11286990060413 1.23388570852998 0.595728243829011 -0.14412831889867
"304" "site_5" "Bartomeus_Brassica_napus" "Bartomeus" "Brassica_napus" 0 3.57142857142857 14.2857142857143 0 0 53.5714285714286 0 0 0 28.5714285714286 82.1428571428571 -0.143265374733958 0.716505278471154 2.13988570430374 -0.622806800366693 0.354777400365958
"305" "site_6" "Bartomeus_Brassica_napus" "Bartomeus" "Brassica_napus" 0 17.7777777777778 11.1111111111111 0 6.66666666666667 44.4444444444444 0 0 0 20 71.1111111111111 -0.710357483055875 0.0304895863179215 0.327885712756218 -0.0135392782688411 -0.909117088437766
"306" "site_7" "Bartomeus_Brassica_napus" "Bartomeus" "Brassica_napus" 0 50 9.45945945945946 0 0 27.027027027027 0 0 0 13.5135135135135 40.5405405405405 1.49831704409264 0.487833381086743 0.0690285711065725 2.93125374520411 -0.875856707153457
"307" "site_8" "Bartomeus_Brassica_napus" "Bartomeus" "Brassica_napus" 0 2.38095238095238 21.4285714285714 0 4.76190476190476 50 0 0 0 21.4285714285714 76.1904761904762 0.181320239897665 0.945177175855564 0.327885712756218 -0.724351387383002 -0.0776075563300531
"308" "site_9" "Bartomeus_Brassica_napus" "Bartomeus" "Brassica_napus" 0 7.69230769230769 0 0 0 84.6153846153846 0 0 0 7.69230769230769 92.3076923076923 0.524560200197773 -1.11286990060413 -0.707542853842366 -0.622806800366693 2.28387951485585
"309" "aldo_piagno" "Rader_Mangifera_indica" "Rader" "Mangifera_indica" 0 3.75782881002088 0.417536534446764 0.417536534446764 0.835073068893528 61.7954070981211 1.04384133611691 0.626304801670146 0 31.1064718162839 95.8246346555324 -0.0576806314088801 -0.372911270401968 2.62339824408062 -0.325942957514282 0.85290637914692
"310" "bluesky" "Rader_Mangifera_indica" "Rader" "Mangifera_indica" 0 5.97826086956522 13.5869565217391 0.543478260869565 10.8695652173913 40.2173913043478 7.60869565217391 2.17391304347826 0 19.0217391304348 80.4347826086957 1.46264058866129 -0.204735599436374 0.255792748116973 -0.44730469701428 -0.392212422527416
"311" "dino_nastasi" "Rader_Mangifera_indica" "Rader" "Mangifera_indica" 0 29.6774193548387 19.3548387096774 0 0 40 0 0 0 10.9677419354839 50.9677419354839 0.391815229134032 -0.168175670965593 -0.269495931051811 0.159504000485712 -0.392212422527416
